id,pondera_dem,fecha,region,sexo,edad,p1,p1otros,p2,p2_1,p2_1otro,p2_2,p3,p4,p5,p6horas,p6minutos,horas_radio,minutos_radio,p7_1,p7_2,p7_3,p7_4,p7_5,p8a,p8b,p8c,p8d,p8e,p8f,p8g,p8otros,p9,p10,p10_1,p10_1otr,p10_2,p11,p12horas,p12minutos,horas_musica,minutos_musica,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,p13_9,p14_1,p14_2,p14_3,p14_4,p14_5,p14_6,p14_7,p14_8,p14_9,p14_10,p14_11,p14_12,p14_13,p14_14,p15,p16,p17_1,p17_2,p18a,p18b,p18c,p18d,p18e,p18f,p18g,p18otros,
602,3749,17/5/2017,NOA,Varón,26,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,2,0,2,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
603,6832,17/5/2017,NOA,Varón,56,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,DEPORTIVOS,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,NUNCA,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
604,1366,17/5/2017,NOA,Varón,61,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNOS DIAS POR SEMANA,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
605,7771,17/5/2017,NOA,Mujer,14,"LOS MODALES, EL BUEN COMPORTAMIENTO", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,6 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
606,8987,17/5/2017,NOA,Mujer,25,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,NS/NC,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,CASI NUNCA,HABITUALMENTE,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
607,2558,17/5/2017,NOA,Mujer,32,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,POR FALTA DE TIEMPO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,CASI NUNCA,HABITUALMENTE,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
608,7675,17/5/2017,NOA,Mujer,48,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
609,8403,17/5/2017,NOA,Mujer,67,NS/NC, ,NO,NO TIENE RADIO EN FUNCIONAMIENTO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNAS VECES AL MES,2,0,2,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,HABITUALMENTE,CASI NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,
610,1551,18/5/2017,NOA,Varón,13,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,SI,ALGUNAS VECES AL MES,AMBAS POR IGUAL,1,0,1,0,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,CASI NUNCA,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,6 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,SPOTIFY,YOUTUBE,NA,NA,NA,NA,NA,
611,17431,18/5/2017,NOA,Varón,24,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,SI,ALGUNOS DIAS POR SEMANA,FM,2,0,2,0,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,DEPORTIVOS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,YOUTUBE,NA,NA,NA,NA,NA,
612,89406,17/5/2017,NOA,Varón,31,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,2,0,2,0,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,TODOS O CASI TODOS LOS DIAS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,4 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
613,19211,18/5/2017,NOA,Varón,42,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,0,30,0,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,0,30,0,30,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,CASI NUNCA,CASI NUNCA,HABITUALMENTE,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,HABITUALMENTE,CASI NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
614,1334,18/5/2017,NOA,Varón,60,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,DEPORTIVOS,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
615,2342,18/5/2017,NOA,Varón,68,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE INTERESA, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,NO,PORQUE NO LE GUSTA LA MUSICA, ,SI,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
616,9483,18/5/2017,NOA,Mujer,14,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
617,10445,18/5/2017,NOA,Mujer,21,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE INTERESA, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,4 canciones,SI,ALGUNAS VECES AL MES,NUNCA,CLARO MÚSICA,NA,NA,NA,NA,NA,
618,7493,18/5/2017,NOA,Mujer,42,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNA VEZ AL AÑO O MENOS,FM,1,0,1,0,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,NS/NC,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,5 canciones,SI,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,GOOGLE PLAY,NA,NA,NA,NA,NA,
619,5043,18/5/2017,NOA,Mujer,60,NS/NC, ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,0,30,0,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,3,0,3,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,6 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,
620,13673,18/5/2017,NOA,Mujer,68,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,POR FALTA DE TIEMPO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,2,0,2,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,10 canciones,SI,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,YOUTUBE,NA,NA,NA,NA,NA,
621,4715,26/5/2017,NOA,Varón,16,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,7 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,SPOTIFY,GOOGLE PLAY,YOUTUBE,NA,NA,NA,
622,3710,26/5/2017,NOA,Varón,27,NS/NC, ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,1,0,1,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,3,0,3,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,7 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,
623,2163,26/5/2017,NOA,Varón,40,NS/NC, ,NO,PORQUE NO TIENE EQUIPOS DE RADIO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNAS VECES AL MES,1,0,1,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,CASI NUNCA,NUNCA,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,
624,8653,26/5/2017,NOA,Varón,45,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,3,0,3,0,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,8,0,8,0,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
625,2374,26/5/2017,NOA,Varón,66,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,NO,PORQUE NO LE GUSTA LA RADIO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,0,30,0,30,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,6 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
626,11533,26/5/2017,NOA,Mujer,15,NS/NC, ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,0,45,0,45,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,8 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,
627,4234,26/5/2017,NOA,Mujer,24,"LOS MODALES, EL BUEN COMPORTAMIENTO", ,NO,PORQUE NO LE GUSTA LA RADIO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNAS VECES AL MES,1,0,1,0,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,CASI NUNCA,HABITUALMENTE,7 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
628,5063,26/5/2017,NOA,Mujer,42,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,NO,PORQUE NO LE GUSTA LA MUSICA, ,NO,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
629,5063,26/5/2017,NOA,Mujer,49,"LA TRADICION, LA HISTORIA", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,6,0,6,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,PROGRAMAS RELIGIOSOS,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,6,0,6,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,CASI NUNCA,HABITUALMENTE,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,
630,13858,26/5/2017,NOA,Mujer,66,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,0,30,0,30,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,0,30,0,30,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
631,4427,28/5/2017,NOA,Varón,16,NS/NC, ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NS/NC,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,5,0,5,0,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,5 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNAS VECES AL MES,E-MULE,I-TUNES,NA,NA,NA,NA,NA, ,
