id,pondera_dem,fecha,region,sexo,edad,p1,p1otros,p2,p2_1,p2_1otro,p2_2,p3,p4,p5,p6horas,p6minutos,horas_radio,minutos_radio,p7_1,p7_2,p7_3,p7_4,p7_5,p8a,p8b,p8c,p8d,p8e,p8f,p8g,p8otros,p9,p10,p10_1,p10_1otr,p10_2,p11,p12horas,p12minutos,horas_musica,minutos_musica,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,p13_9,p14_1,p14_2,p14_3,p14_4,p14_5,p14_6,p14_7,p14_8,p14_9,p14_10,p14_11,p14_12,p14_13,p14_14,p15,p16,p17_1,p17_2,p18a,p18b,p18c,p18d,p18e,p18f,p18g,p18otros,
1979,12613,23/5/2017,CENTRO,Varón,48,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,FM,2,0,2,0,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,HABITUALMENTE,HABITUALMENTE,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,5 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,
1980,52968,22/5/2017,PBA,Mujer,23,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,1,0,1,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,4,0,4,0,TODOS O CASI TODOS LOS DIAS,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,CASI NUNCA,CASI NUNCA,CASI NUNCA,7 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1981,50449,22/5/2017,PBA,Varón,56,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,AM,20,0,20,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,DEPORTIVOS,PROGRAMAS RELIGIOSOS,NA,NA,NA,NA,NA, ,3,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,5,0,5,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,CASI NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,DE VEZ EN CUANDO,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1982,21172,22/5/2017,PBA,Varón,15,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE INTERESA, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,NUNCA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,CASI NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,3 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,GOOGLE PLAY,NA,NA,NA,NA,NA,NA,
1983,27340,23/5/2017,PBA,Varón,27,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,5,0,5,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,ALGUNA VEZ CADA 3 MESES,NUNCA,NS/NC,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,4 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1984,32841,17/5/2017,PBA,Varón,66,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,6,0,6,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,5,0,5,0,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,CASI NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1985,15131,17/5/2017,PBA,Varón,23,LA IDENTIDAD, ,NO,PORQUE NO LE GUSTA LA RADIO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,7,30,7,30,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,HABITUALMENTE,NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,2 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,SPOTIFY,YOUTUBE,NA,NA,NA,NA,NA, ,
1986,59151,17/5/2017,PBA,Mujer,21,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNAS VECES AL MES,FM,1,0,1,0,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,5 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,YOUTUBE,TUBEMATE,NA,NA,NA,NA,
1987,55252,17/5/2017,PBA,Varón,44,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AM,6,0,6,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,DEPORTIVOS,CULTURALES,ACTUALIDAD / MAGAZINE,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,4 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1988,43247,17/5/2017,PBA,Mujer,17,NS/NC, ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,HABITUALMENTE,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,0 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,SPOTIFY,YOUTUBE,DEEZER,SOUNDCLOUD,NA,NA,NA, ,
1989,26876,18/5/2017,PBA,Varón,36,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,1 canción,SI,ALGUNAS VECES AL MES,NUNCA,YOUTUBE,TARINGA,NA,NA,NA,NA,
1990,64459,23/5/2017,PBA,Mujer,52,NS/NC, ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AM,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,10 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,
1991,5372,23/5/2017,CABA,Mujer,61,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,AM,8,0,8,0,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,6,0,6,0,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,4 canciones,SI,TODOS O CASI TODOS LOS DIAS,NUNCA,YOUTUBE,NA,NA,NA,NA,NA,
1992,6552,23/5/2017,CABA,Varón,40,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,SI,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,2,0,2,0,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,INFORMATIVOS / NOTICIEROS,MUSICALES,DEPORTIVOS,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,2,0,2,0,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,4 canciones,SI,ALGUNOS DIAS POR SEMANA,NUNCA,SPOTIFY,YOUTUBE,NA,NA,NA,NA,
1993,40327,23/5/2017,PBA,Mujer,38,"INFORMACION, ESTUDIAR, CONOCER", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,1,0,1,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,PROGRAMAS RELIGIOSOS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,6,0,6,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,6 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
1994,7932,23/5/2017,CABA,Mujer,44,"LOS MODALES, EL BUEN COMPORTAMIENTO", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,0,30,0,30,NUNCA,TODOS O CASI TODOS LOS DIAS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,NO,POR FALTA DE TIEMPO, ,SI,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1995,32870,23/5/2017,PBA,Varón,22,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,6,30,6,30,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,2,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,8,50,8,50,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,CASI NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,HABITUALMENTE,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,6 canciones,SI,NUNCA,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,
1996,16656,23/5/2017,PBA,Varón,16,"LA TRADICION, LA HISTORIA", ,NO,PORQUE NO LE INTERESA, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,2,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,30,1,30,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,4 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,YOUTUBE,GOOGLE PLAY,NA,NA,NA,NA,NA,
1997,29247,23/5/2017,PBA,Mujer,17,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,SI,ALGUNOS DIAS POR SEMANA,FM,2,35,2,35,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,2,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,3,25,3,25,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,DE VEZ EN CUANDO,NUNCA,HABITUALMENTE,CASI NUNCA,NUNCA,CASI NUNCA,HABITUALMENTE,CASI NUNCA,HABITUALMENTE,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,CASI NUNCA,HABITUALMENTE,6 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,GOOGLE PLAY,YOUTUBE,NA,NA,NA,NA,
1998,34634,23/5/2017,PBA,Varón,34,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE INTERESA, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,1,0,1,0,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NS/NC,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,6 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNAS VECES AL MES,YOUTUBE,NA,NA,NA,NA,NA,
1999,5862,23/5/2017,CABA,Mujer,28,"EL ARTE, LO CULTO", ,SI,, ,NA,SI,ALGUNAS VECES AL MES,FM,1,0,1,0,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,1,0,1,0,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NS/NC,SI,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,NA,
2000,4482,23/5/2017,CABA,Varón,28,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,POR FALTA DE TIEMPO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,1,0,1,0,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,DE VEZ EN CUANDO,CASI NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,3 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
2001,17971,23/5/2017,PBA,Mujer,27,"INFORMACION, ESTUDIAR, CONOCER", ,NO,PORQUE NO LE GUSTA LA RADIO, ,SI,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,TODOS O CASI TODOS LOS DIAS,3,0,3,0,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,NUNCA,HABITUALMENTE,HABITUALMENTE,NUNCA,NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,6 canciones,SI,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,YOUTUBE,SNAPTUBE,NA,NA,NA,NA,
2002,5162,23/5/2017,CENTRO,Mujer,45,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,FM,2,0,2,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,CASI NUNCA,CASI NUNCA,DE VEZ EN CUANDO,HABITUALMENTE,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,CASI NUNCA,7 canciones,SI,TODOS O CASI TODOS LOS DIAS,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,
2003,6592,23/5/2017,CENTRO,Mujer,15,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,NO,PORQUE NO LE GUSTA LA RADIO, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,0,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,30,1,30,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,CASI NUNCA,10 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,
2004,7860,23/5/2017,CENTRO,Mujer,65,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,SI,, ,NA,NO,TODOS O CASI TODOS LOS DIAS,AMBAS POR IGUAL,1,0,1,0,TODOS O CASI TODOS LOS DIAS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,INFORMATIVOS / NOTICIEROS,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,0,30,0,30,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,NS/NC,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,5 canciones,NO,NA,NA,NA,NA,NA,NA,NA,NA,
2005,4641,23/5/2017,CENTRO,Varón,36,"HABITOS, COSTUMBRES, COMPORTAMIENTOS", ,SI,, ,NA,NO,ALGUNOS DIAS POR SEMANA,FM,1,30,1,30,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,MUSICALES,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNOS DIAS POR SEMANA,1,30,1,30,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,HABITUALMENTE,NUNCA,NUNCA,CASI NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,9 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,
2006,10325,23/5/2017,CENTRO,Mujer,40,"LA FORMA DE PENSAR, IDEOLOGIA, VALORES", ,NO,PORQUE UTILIZA OTROS MEDIOS PARA INFORMARSE/ ENTRETENERSE, ,NO,NA,NA,NA,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,1,SI,, ,NA,ALGUNAS VECES AL MES,1,0,1,0,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,CASI NUNCA,NUNCA,DE VEZ EN CUANDO,NUNCA,NUNCA,HABITUALMENTE,NUNCA,DE VEZ EN CUANDO,DE VEZ EN CUANDO,DE VEZ EN CUANDO,CASI NUNCA,CASI NUNCA,NUNCA,NUNCA,7 canciones,SI,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,YOUTUBE,NA,NA,NA,NA,NA,
